x y
1.0 0.2912685129399905
2.0 0.43925312428912056
3.0 0.5250295570487196
4.0 0.5861053501210636
5.0 0.5860979551767238
6.0 0.5860979551767238
7.0 0.5860979551767238
8.0 0.5860979551767238
9.0 0.5860979551767238
10.0 0.5860979551767238
11.0 0.5860979551767238
12.0 0.5860979551767238
13.0 0.5860979551767238
14.0 0.5860979551767238
15.0 0.5860979551767238
16.0 0.5860979551767238
17.0 0.5861599598776576
18.0 0.5862215064094611
19.0 0.5862215064094611
20.0 0.5862215064094611
21.0 0.5862005145543926
22.0 0.5862005145543926
24.0 0.5862576927260797
25.0 0.5862576927260797
26.0 0.5862760766622079
28.0 0.5862790904535566
30.0 0.5862429041369381
31.0 0.5862429041369381
33.0 0.5862188984905208
35.0 0.5862188984905208
37.0 0.5862550848071393
39.0 0.5862550848071393
41.0 0.5862790904535566
44.0 0.5862429041369381
46.0 0.5862188984905208
49.0 0.5862429041369381
52.0 0.5862429041369381
55.0 0.5862429041369381
58.0 0.5862188984905208
62.0 0.5862188984905208
65.0 0.5862188984905208
69.0 0.5862188984905208
73.0 0.5862188984905208
77.0 0.5862188984905208
81.0 0.5862188984905208
86.0 0.5862188984905208
91.0 0.5862188984905208
96.0 0.5862188984905208
102.0 0.5862188984905208
108.0 0.5862188984905208
114.0 0.5862188984905208
121.0 0.5862188984905208
128.0 0.5862188984905208
135.0 0.5862188984905208
143.0 0.5862188984905208
151.0 0.5862188984905208
160.0 0.5862188984905208
169.0 0.5862188984905208
178.0 0.5862188984905208
189.0 0.5862188984905208
200.0 0.5862188984905208
211.0 0.5862188984905208
223.0 0.5862188984905208
236.0 0.5862188984905208
249.0 0.5862188984905208
