x y
1.0 0.3420511352266705
2.0 0.4970277283072015
3.0 0.6258550619608921
4.0 0.7560219187636303
5.0 0.8117438108818673
6.0 0.8545681735685121
7.0 0.8735328441005457
8.0 0.886152106766902
9.0 0.8808592472686142
10.0 0.8845440270351107
11.0 0.8864192020922019
12.0 0.886968853326711
13.0 0.8881905105471911
14.0 0.8897692307313504
15.0 0.8924527628809726
16.0 0.8913226712626486
17.0 0.8932472274614641
18.0 0.8966810453620908
19.0 0.8960059342684661
20.0 0.8975509153526524
21.0 0.8942618410676993
22.0 0.89516854597018
23.0 0.8958019685194164
24.0 0.8955561944281774
25.0 0.8960384139639972
26.0 0.8973723416312303
27.0 0.8984911532871025
28.0 0.8979055194672787
29.0 0.8973718230004416
30.0 0.8974766354439397
31.0 0.8991348404124824
32.0 0.8993628219295134
33.0 0.9001370516406393
34.0 0.9011624108816868
35.0 0.9014324710481256
36.0 0.9017301102202314
37.0 0.9021114631879698
38.0 0.9016701209224878
39.0 0.9020200283788878
40.0 0.9007945497450702
41.0 0.9006022598712173
42.0 0.9014270896853096
43.0 0.9019488402571019
44.0 0.9024601485959733
45.0 0.9019798356123219
46.0 0.9022034080764989
47.0 0.9022034080764989
48.0 0.9018913524604858
49.0 0.9015133988417906
50.0 0.9015133988417906
