x y
1.0 0.2704232394928393
2.0 0.5041375494647208
3.0 0.5715829130410794
4.0 0.608828727031719
5.0 0.6187563826618763
6.0 0.6288773048696757
7.0 0.6552413478631224
8.0 0.7193567880517582
9.0 0.7444202656700855
10.0 0.7628125071635301
11.0 0.762426357117225
12.0 0.7854264692866867
13.0 0.7855393979173784
14.0 0.7827725337787871
15.0 0.7931443239825398
16.0 0.7891948252029984
17.0 0.7800067027047778
18.0 0.7804524485565075
19.0 0.7831913753863744
20.0 0.7836512763794399
21.0 0.7836318910569281
22.0 0.7845373878828519
24.0 0.7639496489511118
25.0 0.7649141762286771
26.0 0.7653450187490052
28.0 0.7660568294959894
30.0 0.7654038520034264
31.0 0.7652072030133972
33.0 0.7627461795166912
35.0 0.761305391837567
37.0 0.7618033696097051
39.0 0.7615309114056106
41.0 0.7615838652996185
44.0 0.7635059007084674
46.0 0.7644583050481717
49.0 0.765117555520884
52.0 0.7675016457244332
55.0 0.7682034215034407
58.0 0.7632706121722563
62.0 0.765078623089167
65.0 0.7662783312733996
69.0 0.767362174216436
73.0 0.7679130231711827
77.0 0.7705875010210175
81.0 0.7705819622270268
86.0 0.7676206185814245
91.0 0.7676206185814245
96.0 0.7676206185814245
102.0 0.7676206185814245
108.0 0.7676206185814245
114.0 0.7676206185814245
121.0 0.7676206185814245
128.0 0.7676206185814245
135.0 0.7676206185814245
143.0 0.7676206185814245
151.0 0.7676206185814245
160.0 0.7676206185814245
169.0 0.7676206185814245
178.0 0.7676206185814245
189.0 0.7676206185814245
200.0 0.7676206185814245
211.0 0.7676206185814245
223.0 0.7676206185814245
236.0 0.7676206185814245
249.0 0.7676206185814245
