x y
1.0 0.8534182002289716
2.0 0.9214316990055942
3.0 0.9235069100596787
4.0 0.9236861529456828
5.0 0.9202916097861561
6.0 0.9281434028009474
7.0 0.9574432602231089
8.0 0.9671822078213507
9.0 0.9315847569020822
10.0 0.9544223464530285
11.0 0.9540072512063122
12.0 0.9758879411199191
13.0 0.9724453915847328
14.0 0.9724453915847328
15.0 0.9752455905826047
16.0 0.9713721176248237
17.0 0.9855281269189144
18.0 0.9717226870515512
19.0 0.971054479886857
20.0 0.9647856764284409
21.0 0.9659329672123131
22.0 0.9539470486752836
23.0 0.9585732975098734
24.0 0.9715105018854363
25.0 0.9699508802973256
26.0 0.9686924319294962
27.0 0.9640867128085159
28.0 0.964948957970109
29.0 0.9722991514311172
30.0 0.9694858646324116
31.0 0.967406803760016
32.0 0.9703612198006787
33.0 0.9703612198006787
34.0 0.9709591407175899
35.0 0.970147846577825
36.0 0.9703475202681339
37.0 0.9687887580951222
38.0 0.9687887580951222
39.0 0.9703612198006787
40.0 0.9687854236541465
41.0 0.9703475202681339
42.0 0.9703475202681339
43.0 0.9703475202681339
44.0 0.9703475202681339
45.0 0.9692452473261961
46.0 0.9692452473261961
47.0 0.9680316183126756
48.0 0.9680316183126756
49.0 0.9708427333525171
50.0 0.972703223846877
