x y
1.0 0.23873189844561926
2.0 0.46610673577977435
3.0 0.5497906113618507
4.0 0.5408000965199239
5.0 0.5463346362531889
6.0 0.5499122404242577
7.0 0.5464610906142852
8.0 0.5459630021891291
9.0 0.5694271624094592
10.0 0.5497751846353376
11.0 0.5652341922247393
12.0 0.5679541424832916
13.0 0.5820478000646517
14.0 0.5870427098490006
15.0 0.5940695697744209
16.0 0.6005484826064067
17.0 0.599439756871525
18.0 0.5958521624207859
19.0 0.5880971438179513
20.0 0.5926617611161453
21.0 0.6026840277408451
22.0 0.599560944919638
23.0 0.6042076654167859
24.0 0.6026779562583303
25.0 0.6024156601067653
26.0 0.6028242064718294
27.0 0.6019200828187106
28.0 0.6023020101176579
29.0 0.6027770917123255
30.0 0.6027770917123255
31.0 0.6028518808342105
32.0 0.5988351940112016
33.0 0.5988351940112016
34.0 0.6032928226796801
35.0 0.6032928226796801
36.0 0.6028395218131452
37.0 0.5988900461840914
38.0 0.5977342834234605
39.0 0.5985049419051928
40.0 0.598003278237436
41.0 0.5985879068581246
42.0 0.5985879068581246
43.0 0.5985879068581246
44.0 0.5991116900470869
45.0 0.5988280749454902
46.0 0.5988280749454902
47.0 0.5988280749454902
48.0 0.5988280749454902
49.0 0.5985879068581246
50.0 0.5978022245612572
