x y
1.0 0.5873081118301177
2.0 0.7090172062092672
3.0 0.7919990323674697
4.0 0.8474774980416496
5.0 0.8498238475410452
6.0 0.8554352553279909
7.0 0.8710673654956484
8.0 0.8497024554268658
9.0 0.8545992055796422
10.0 0.8604104498096883
11.0 0.8665961905025725
12.0 0.8755480342160533
13.0 0.8849772389240402
14.0 0.8870386671447664
15.0 0.8893140194545952
16.0 0.8891690016586374
17.0 0.8976141079105922
18.0 0.9016953716486897
19.0 0.9002053742441164
20.0 0.9031787381714992
21.0 0.909362484815671
22.0 0.9116153773109364
23.0 0.904348753948571
24.0 0.9052396613116361
25.0 0.9080419241459314
26.0 0.9062132649050689
27.0 0.9095744274003257
28.0 0.909099241784728
29.0 0.9012213522812491
30.0 0.9027666872043993
31.0 0.9058601435870137
32.0 0.9012688695844773
33.0 0.9016429369378666
34.0 0.903456133472199
35.0 0.9049791941085106
36.0 0.9063724329874427
37.0 0.9054835877182673
38.0 0.9057365862666124
39.0 0.90640800869854
40.0 0.9091507327806952
41.0 0.9101470463740206
42.0 0.9068280528049514
43.0 0.9091535706716493
44.0 0.911518376454224
45.0 0.9153316237563718
46.0 0.9169156161289692
47.0 0.9175786863515818
48.0 0.9175786863515818
49.0 0.9190306523910124
50.0 0.917996045015146
