x y
1.0 0.09890527517048374
2.0 0.1743649814665328
3.0 0.22384343565258397
4.0 0.2555976576925634
5.0 0.3553445659746675
6.0 0.37796058321745424
7.0 0.40804797518001124
8.0 0.4159303490731818
9.0 0.4296454530607269
10.0 0.4307754831116191
11.0 0.440417844680663
12.0 0.4461314222330636
13.0 0.46766397644837
14.0 0.4739862863555856
15.0 0.47477190387315116
16.0 0.47930478717448705
17.0 0.4799138369932803
18.0 0.4802109255256629
19.0 0.48301169448189396
20.0 0.4793535495174943
21.0 0.4861740669038279
22.0 0.4865874466058326
23.0 0.48867121543674796
24.0 0.49158398505596346
25.0 0.5045704848834436
26.0 0.4997382927833061
27.0 0.5030445009741492
28.0 0.5130208622533359
29.0 0.5004592423037852
30.0 0.5084541991011798
31.0 0.5092204260643686
32.0 0.5077345547032899
33.0 0.5074220269348746
34.0 0.5088628628738636
35.0 0.514174190237601
36.0 0.5170322399966853
37.0 0.5181629282370199
38.0 0.5211574746598691
39.0 0.5247402664643144
40.0 0.5321181280937126
41.0 0.5332797425037036
42.0 0.531779868096603
43.0 0.5341249521051618
44.0 0.5422737614825069
45.0 0.5435693156894535
46.0 0.5379010531661367
47.0 0.5424078723700425
48.0 0.5432129945468436
49.0 0.5436197698462395
50.0 0.5433071765869248
