x y
1.0 0.2515060690855877
2.0 0.30075359624897763
3.0 0.37177270085011876
4.0 0.4109967475136327
5.0 0.4446527151244993
6.0 0.47327470471789196
7.0 0.5189732558780489
8.0 0.525013535796437
9.0 0.5248167555319908
10.0 0.5505986455143921
11.0 0.5692996291793669
12.0 0.5697073783798902
13.0 0.5840375561382409
14.0 0.5869824593063876
15.0 0.5881255006043167
16.0 0.6032571241433091
17.0 0.6051196605632227
18.0 0.6077431467790797
19.0 0.6115999317762264
20.0 0.6165888697984035
21.0 0.6206680592108283
22.0 0.6227650937964726
23.0 0.6229999411275026
24.0 0.6247542879404364
25.0 0.624860850806525
26.0 0.6296932247312518
27.0 0.6313960341972099
28.0 0.6383637380571843
29.0 0.6399771314917934
30.0 0.6473429301167855
31.0 0.6479472644396229
32.0 0.649575329850073
33.0 0.6516932475352227
34.0 0.6546536990200015
35.0 0.6555808490447661
36.0 0.658100024631679
37.0 0.6586589231289849
38.0 0.6582540165107282
39.0 0.6591141724807228
40.0 0.6614229670727932
41.0 0.6623319712546583
42.0 0.6631968044607743
43.0 0.6632860545171432
44.0 0.6634956635852652
45.0 0.663692538748674
46.0 0.6642856751277072
47.0 0.6648823037730681
48.0 0.6652972059706468
49.0 0.6648752243025272
50.0 0.6635048109654438
