x y
1.0 0.2759664762020706
2.0 0.44969139452106655
3.0 0.5819126511122299
4.0 0.6946037547139297
5.0 0.7614475594774032
6.0 0.8091559658435553
7.0 0.8476194578741001
8.0 0.8650926706666983
9.0 0.8628194741997257
10.0 0.8646290907264197
11.0 0.8674251182995952
12.0 0.8687258680180031
13.0 0.8705364226985901
14.0 0.8716063034183568
15.0 0.8737401450507715
16.0 0.8735697859188793
17.0 0.87723547171144
18.0 0.8786608367763
19.0 0.8781379166540338
20.0 0.8790385333894726
21.0 0.877604126679218
22.0 0.8778314077969498
23.0 0.8781667206189177
24.0 0.8781296669243673
25.0 0.8788508448715266
26.0 0.8803762051754236
27.0 0.8821400586074016
28.0 0.8831350328128984
29.0 0.8829367644649281
30.0 0.8829896325590333
31.0 0.8837565367637532
32.0 0.8834146054254018
33.0 0.8829440911623457
34.0 0.8841767947278095
35.0 0.8843420955287036
36.0 0.8840123073629214
37.0 0.8834595388753703
38.0 0.8831856032932265
39.0 0.8832479683165889
40.0 0.8833930811952925
41.0 0.8836687994529384
42.0 0.8844841910070487
43.0 0.8847184896507942
44.0 0.885256175511293
45.0 0.8850585744538524
46.0 0.8851790592002494
47.0 0.8851790592002494
48.0 0.8850098007637743
49.0 0.8856233538773275
50.0 0.8856233538773275
