x y
1.0 -0.029090909090909077
2.0 -0.013693371684722566
3.0 -0.041541706144325896
4.0 0.029782325716455477
5.0 0.03653421654068709
6.0 0.043505344283778224
7.0 0.03657155406629048
8.0 0.0324772017982784
9.0 0.03414066781821182
10.0 0.03376676387225844
11.0 0.01982873483469047
12.0 0.016590621691945473
13.0 0.023138284407335646
14.0 0.022055553104083164
15.0 0.0104458462620943
16.0 0.00906188287059198
17.0 0.010591173213619631
18.0 0.009075998745064345
19.0 0.0104458462620943
20.0 0.012292824672129443
21.0 0.012292824672129443
22.0 0.008771526643217287
23.0 0.017848691019696356
24.0 0.006627332771329486
25.0 0.007026703084760028
26.0 0.008621358186477107
27.0 0.007963443730287428
28.0 0.007963443730287428
29.0 0.007963443730287428
30.0 0.009348034925025145
31.0 0.007963443730287428
32.0 0.006953716480282535
33.0 0.006953716480282535
34.0 0.006953716480282535
35.0 0.0107407818779853
36.0 0.00893031999863203
37.0 0.008260084213182362
38.0 0.008663640997972732
39.0 0.008810261915981416
40.0 0.006457940754877017
41.0 0.006457940754877017
42.0 0.008810261915981416
43.0 0.005806728583921422
44.0 0.007479453217724946
45.0 0.007479453217724946
46.0 0.0041639336147251405
47.0 0.0041639336147251405
48.0 0.0041639336147251405
49.0 0.0041639336147251405
50.0 0.0041639336147251405
