dataset,method,dataset_size,f1,accuracy,tn,fp,fn,tp,strategy,T,pool_size,best_k,time_elapsed,seed,avg_ruleset_len,avg_rule_len
MONKS2,ID3Classifier,0.33,0.3307692307692308,0.5671641791044776,185,86,88,43,bp,1,1,-1,0.08916568756103516,0,46,4.913043478260869

MONKS2,ID3Classifier,0.33,0.3823529411764706,0.582089552238806,182,88,80,52,bp,1,1,-1,0.1395275592803955,1,52,5.019230769230769

MONKS2,ID3Classifier,0.33,0.37499999999999994,0.5522388059701493,168,96,84,54,bp,1,1,-1,0.10099482536315918,2,49,4.938775510204081

MONKS2,ID3Classifier,0.33,0.3875968992248062,0.6069651741293532,194,72,86,50,bp,1,1,-1,0.09704065322875977,3,54,5.148148148148148

MONKS2,ID3Classifier,0.33,0.32669322709163345,0.5796019900497512,192,81,88,41,bp,1,1,-1,0.10200238227844238,4,59,5.0508474576271185

MONKS2,ID3Classifier,0.33,0.3416370106761566,0.5398009950248757,169,95,90,48,bp,1,1,-1,0.08700108528137207,5,47,4.787234042553192

MONKS2,ID3Classifier,0.33,0.3952569169960474,0.6194029850746269,199,62,91,50,bp,1,1,-1,0.08999156951904297,6,50,5.16

MONKS2,ID3Classifier,0.33,0.4397163120567376,0.6069651741293532,182,84,74,62,bp,1,1,-1,0.10896778106689453,7,49,4.959183673469388

MONKS2,ID3Classifier,0.33,0.37545126353790614,0.5696517412935324,177,89,84,52,bp,1,1,-1,0.15600037574768066,8,57,4.964912280701754

MONKS2,ID3Classifier,0.33,0.35443037974683544,0.6194029850746269,207,60,93,42,bp,1,1,-1,0.10903811454772949,9,55,5.327272727272727

MONKS2,ID3Classifier,0.25,0.38754325259515565,0.6066666666666667,217,79,98,56,bp,1,1,-1,0.0719606876373291,0,36,4.833333333333333

MONKS2,ID3Classifier,0.25,0.3380281690140845,0.5822222222222222,214,86,102,48,bp,1,1,-1,0.07104134559631348,1,42,4.785714285714286

MONKS2,ID3Classifier,0.25,0.44295302013422816,0.6311111111111111,218,77,89,66,bp,1,1,-1,0.07296180725097656,2,31,4.838709677419355

MONKS2,ID3Classifier,0.25,0.3829787234042553,0.6133333333333333,222,73,101,54,bp,1,1,-1,0.0820314884185791,3,43,5.023255813953488

MONKS2,ID3Classifier,0.25,0.33793103448275863,0.5733333333333334,209,92,100,49,bp,1,1,-1,0.07396411895751953,4,42,4.738095238095238

MONKS2,ID3Classifier,0.25,0.36721311475409835,0.5711111111111111,201,97,96,56,bp,1,1,-1,0.07804250717163086,5,35,4.885714285714286

MONKS2,ID3Classifier,0.25,0.31617647058823534,0.5866666666666667,221,71,115,43,bp,1,1,-1,0.06895661354064941,6,34,4.794117647058823

MONKS2,ID3Classifier,0.25,0.36363636363636365,0.5644444444444444,198,98,98,56,bp,1,1,-1,0.07800054550170898,7,39,4.512820512820513

MONKS2,ID3Classifier,0.25,0.42236024844720493,0.5866666666666667,196,101,85,68,bp,1,1,-1,0.12797069549560547,8,42,4.761904761904762

MONKS2,ID3Classifier,0.25,0.39087947882736157,0.5844444444444444,203,97,90,60,bp,1,1,-1,0.10600399971008301,9,39,4.769230769230769

MONKS3,ID3Classifier,0.5,1.0,1.0,127,0,0,143,bp,1,1,-1,0.08637452125549316,0,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,131,0,0,139,bp,1,1,-1,0.07699775695800781,1,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,121,0,0,149,bp,1,1,-1,0.08200192451477051,2,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,133,0,0,137,bp,1,1,-1,0.08100295066833496,3,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,124,0,0,146,bp,1,1,-1,0.07996344566345215,4,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,120,0,0,150,bp,1,1,-1,0.08003735542297363,5,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,130,0,0,140,bp,1,1,-1,0.08199644088745117,6,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,119,0,0,151,bp,1,1,-1,0.07171177864074707,7,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,131,0,0,139,bp,1,1,-1,0.07100200653076172,8,7,2.142857142857143

MONKS3,ID3Classifier,0.5,1.0,1.0,126,0,0,144,bp,1,1,-1,0.07599782943725586,9,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,171,0,0,191,bp,1,1,-1,0.044004201889038086,0,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,177,0,0,185,bp,1,1,-1,0.0410001277923584,1,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,171,0,0,191,bp,1,1,-1,0.04400014877319336,2,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,180,0,0,182,bp,1,1,-1,0.04500293731689453,3,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,170,0,0,192,bp,1,1,-1,0.042669057846069336,4,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,171,0,0,191,bp,1,1,-1,0.04103994369506836,5,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,171,0,0,191,bp,1,1,-1,0.041996002197265625,6,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,164,0,0,198,bp,1,1,-1,0.038962364196777344,7,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,172,0,0,190,bp,1,1,-1,0.040033817291259766,8,7,2.142857142857143

MONKS3,ID3Classifier,0.33,1.0,1.0,172,0,0,190,bp,1,1,-1,0.042967796325683594,9,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,193,0,0,212,bp,1,1,-1,0.0310361385345459,0,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,192,0,0,213,bp,1,1,-1,0.030002355575561523,1,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,192,0,0,213,bp,1,1,-1,0.030997514724731445,2,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,195,0,0,210,bp,1,1,-1,0.03099656105041504,3,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,192,0,0,213,bp,1,1,-1,0.029998302459716797,4,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,187,0,0,218,bp,1,1,-1,0.031012296676635742,5,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,191,0,0,214,bp,1,1,-1,0.02999281883239746,6,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,189,0,0,216,bp,1,1,-1,0.029000282287597656,7,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,187,0,0,218,bp,1,1,-1,0.029000043869018555,8,7,2.142857142857143

MONKS3,ID3Classifier,0.25,1.0,1.0,189,0,0,216,bp,1,1,-1,0.02996206283569336,9,7,2.142857142857143

VOTE,ID3Classifier,0.5,0.88,0.9032258064516129,119,13,8,77,bp,1,1,-1,0.29898858070373535,0,11,3.3636363636363638

VOTE,ID3Classifier,0.5,0.8982035928143713,0.9216589861751152,125,6,11,75,bp,1,1,-1,0.3186788558959961,1,10,4.0

VOTE,ID3Classifier,0.5,0.9249999999999999,0.9447004608294931,131,5,7,74,bp,1,1,-1,0.2570047378540039,2,8,3.5

VOTE,ID3Classifier,0.5,0.880952380952381,0.9078341013824884,123,5,15,74,bp,1,1,-1,0.25580334663391113,3,11,3.8181818181818183

VOTE,ID3Classifier,0.5,0.9127516778523489,0.9400921658986175,136,3,10,68,bp,1,1,-1,0.2632617950439453,4,11,4.454545454545454

VOTE,ID3Classifier,0.5,0.9230769230769231,0.9400921658986175,126,4,9,78,bp,1,1,-1,0.3039672374725342,5,10,3.5

VOTE,ID3Classifier,0.5,0.9176470588235294,0.9354838709677419,125,10,4,78,bp,1,1,-1,0.28102540969848633,6,8,3.5

VOTE,ID3Classifier,0.5,0.9764705882352941,0.9815668202764977,130,2,2,83,bp,1,1,-1,0.31191587448120117,7,14,4.357142857142857

VOTE,ID3Classifier,0.5,0.925925925925926,0.9447004608294931,130,5,7,75,bp,1,1,-1,0.285656213760376,8,9,3.5555555555555554

VOTE,ID3Classifier,0.5,0.888888888888889,0.9078341013824884,117,14,6,80,bp,1,1,-1,0.3739597797393799,9,9,3.111111111111111

VOTE,ID3Classifier,0.33,0.9106382978723405,0.9278350515463918,163,14,7,107,bp,1,1,-1,0.18199539184570312,0,6,3.1666666666666665

VOTE,ID3Classifier,0.33,0.9,0.9243986254295533,170,7,15,99,bp,1,1,-1,0.16703462600708008,1,9,4.0

VOTE,ID3Classifier,0.33,0.9170305676855895,0.9347079037800687,167,12,7,105,bp,1,1,-1,0.13996624946594238,2,6,2.8333333333333335

VOTE,ID3Classifier,0.33,0.9184549356223176,0.9347079037800687,165,6,13,107,bp,1,1,-1,0.14300131797790527,3,7,3.0

VOTE,ID3Classifier,0.33,0.9181818181818181,0.9381443298969072,172,3,15,101,bp,1,1,-1,0.14800024032592773,4,7,3.857142857142857

VOTE,ID3Classifier,0.33,0.9090909090909091,0.9347079037800687,177,8,11,95,bp,1,1,-1,0.16499900817871094,5,7,3.4285714285714284

VOTE,ID3Classifier,0.33,0.925764192139738,0.9415807560137457,168,14,3,106,bp,1,1,-1,0.1609814167022705,6,6,2.8333333333333335

VOTE,ID3Classifier,0.33,0.9134615384615384,0.9381443298969072,178,1,17,95,bp,1,1,-1,0.308002233505249,7,10,4.0

VOTE,ID3Classifier,0.33,0.9223744292237444,0.9415807560137457,173,9,8,101,bp,1,1,-1,0.1569993495941162,8,5,3.2

VOTE,ID3Classifier,0.33,0.9128630705394192,0.9278350515463918,160,14,7,110,bp,1,1,-1,0.16603398323059082,9,9,3.111111111111111

VOTE,ID3Classifier,0.25,0.9338521400778211,0.9478527607361963,189,7,10,120,bp,1,1,-1,0.0740041732788086,0,3,2.3333333333333335

VOTE,ID3Classifier,0.25,0.8616600790513833,0.8926380368098159,182,15,20,109,bp,1,1,-1,0.09400224685668945,1,5,3.6

VOTE,ID3Classifier,0.25,0.918918918918919,0.9355828220858896,186,12,9,119,bp,1,1,-1,0.1559591293334961,2,6,2.8333333333333335

VOTE,ID3Classifier,0.25,0.9090909090909091,0.9263803680981595,182,12,12,120,bp,1,1,-1,0.10299992561340332,3,6,3.1666666666666665

VOTE,ID3Classifier,0.25,0.891566265060241,0.9171779141104295,188,7,20,111,bp,1,1,-1,0.0989983081817627,4,6,3.3333333333333335

VOTE,ID3Classifier,0.25,0.9012875536480687,0.9294478527607362,198,10,13,105,bp,1,1,-1,0.09400129318237305,5,4,2.75

VOTE,ID3Classifier,0.25,0.8978102189781022,0.9141104294478528,175,26,2,123,bp,1,1,-1,0.09699797630310059,6,5,2.4

VOTE,ID3Classifier,0.25,0.9279999999999999,0.9447852760736196,192,8,10,116,bp,1,1,-1,0.10500073432922363,7,5,3.0

VOTE,ID3Classifier,0.25,0.9291338582677166,0.9447852760736196,190,11,7,118,bp,1,1,-1,0.08100199699401855,8,4,2.5

VOTE,ID3Classifier,0.25,0.8846153846153847,0.9079754601226994,181,16,14,115,bp,1,1,-1,0.1999988555908203,9,5,2.8

BREAST,ID3Classifier,0.5,0.31746031746031744,0.6838235294117647,83,14,29,10,bp,1,1,-1,0.055998802185058594,0,32,3.34375

BREAST,ID3Classifier,0.5,0.4848484848484849,0.75,86,15,19,16,bp,1,1,-1,0.05302882194519043,1,28,2.9642857142857144

BREAST,ID3Classifier,0.5,0.36111111111111105,0.6617647058823529,77,20,26,13,bp,1,1,-1,0.05351662635803223,2,25,2.84

BREAST,ID3Classifier,0.5,0.34920634920634924,0.6985294117647058,84,12,29,11,bp,1,1,-1,0.05594635009765625,3,27,3.2222222222222223

BREAST,ID3Classifier,0.5,0.37333333333333335,0.6544117647058824,75,20,27,14,bp,1,1,-1,0.06204485893249512,4,32,3.53125

BREAST,ID3Classifier,0.5,0.253968253968254,0.6544117647058824,81,15,32,8,bp,1,1,-1,0.053983449935913086,5,28,3.5357142857142856

BREAST,ID3Classifier,0.5,0.37837837837837834,0.6617647058823529,76,24,22,14,bp,1,1,-1,0.06597542762756348,6,28,3.5357142857142856

BREAST,ID3Classifier,0.5,0.3611111111111111,0.6617647058823529,77,17,29,13,bp,1,1,-1,0.06103372573852539,7,30,3.4

BREAST,ID3Classifier,0.5,0.3283582089552239,0.6691176470588235,80,18,27,11,bp,1,1,-1,0.05600857734680176,8,29,3.2758620689655173

BREAST,ID3Classifier,0.5,0.30000000000000004,0.6911764705882353,85,19,23,9,bp,1,1,-1,0.06195378303527832,9,30,3.5

BREAST,ID3Classifier,0.33,0.3157894736842105,0.644808743169399,103,29,36,15,bp,1,1,-1,0.035039663314819336,0,23,2.9565217391304346

BREAST,ID3Classifier,0.33,0.19718309859154928,0.6885245901639344,119,15,42,7,bp,1,1,-1,0.03296017646789551,1,22,2.8181818181818183

BREAST,ID3Classifier,0.33,0.32,0.6284153005464481,99,28,40,16,bp,1,1,-1,0.037035465240478516,2,17,3.1176470588235294

BREAST,ID3Classifier,0.33,0.33333333333333337,0.6284153005464481,98,27,41,17,bp,1,1,-1,0.03396153450012207,3,16,3.25

BREAST,ID3Classifier,0.33,0.3578947368421052,0.6666666666666666,105,26,35,17,bp,1,1,-1,0.03204011917114258,4,16,3.1875

BREAST,ID3Classifier,0.33,0.3225806451612903,0.6557377049180327,105,24,39,15,bp,1,1,-1,0.03699946403503418,5,17,3.5294117647058822

BREAST,ID3Classifier,0.33,0.3773584905660377,0.639344262295082,97,39,27,20,bp,1,1,-1,0.03600144386291504,6,18,2.7222222222222223

BREAST,ID3Classifier,0.33,0.2988505747126437,0.6666666666666666,109,21,40,13,bp,1,1,-1,0.035999298095703125,7,18,2.9444444444444446

BREAST,ID3Classifier,0.33,0.34782608695652173,0.6721311475409836,107,23,37,16,bp,1,1,-1,0.0379633903503418,8,22,3.5454545454545454

BREAST,ID3Classifier,0.33,0.380952380952381,0.7158469945355191,115,20,32,16,bp,1,1,-1,0.0390317440032959,9,21,3.1904761904761907

BREAST,ID3Classifier,0.25,0.35593220338983045,0.6274509803921569,107,40,36,21,bp,1,1,-1,0.027236461639404297,0,18,2.7777777777777777

BREAST,ID3Classifier,0.25,0.34285714285714286,0.6617647058823529,117,33,36,18,bp,1,1,-1,0.024542570114135742,1,17,2.411764705882353

BREAST,ID3Classifier,0.25,0.3148148148148148,0.6372549019607843,113,31,43,17,bp,1,1,-1,0.024966955184936523,2,15,2.6

BREAST,ID3Classifier,0.25,0.36363636363636365,0.6911764705882353,123,18,45,18,bp,1,1,-1,0.02503371238708496,3,12,3.25

BREAST,ID3Classifier,0.25,0.27722772277227725,0.6421568627450981,117,31,42,14,bp,1,1,-1,0.0240018367767334,4,14,2.642857142857143

BREAST,ID3Classifier,0.25,0.3010752688172043,0.6813725490196079,125,19,46,14,bp,1,1,-1,0.029999732971191406,5,15,3.533333333333333

BREAST,ID3Classifier,0.25,0.31666666666666665,0.5980392156862745,103,41,41,19,bp,1,1,-1,0.026961326599121094,6,13,2.6153846153846154

BREAST,ID3Classifier,0.25,0.2549019607843137,0.6274509803921569,115,29,47,13,bp,1,1,-1,0.027042865753173828,7,15,2.8666666666666667

BREAST,ID3Classifier,0.25,0.4117647058823529,0.7058823529411765,123,21,39,21,bp,1,1,-1,0.02495718002319336,8,15,2.8

BREAST,ID3Classifier,0.25,0.46969696969696967,0.6568627450980392,103,45,25,31,bp,1,1,-1,0.03203725814819336,9,18,3.5

HIV,ID3Classifier,0.5,0.7945205479452055,0.7989276139410187,153,24,51,145,bp,1,1,-1,0.2865617275238037,0,80,2.5

HIV,ID3Classifier,0.5,0.8457711442786069,0.8337801608579088,141,26,36,170,bp,1,1,-1,0.27271008491516113,1,65,2.353846153846154

HIV,ID3Classifier,0.5,0.7759562841530054,0.7801608579088471,149,31,51,142,bp,1,1,-1,0.28150439262390137,2,79,2.430379746835443

HIV,ID3Classifier,0.5,0.7904509283819628,0.7882037533512064,145,25,54,149,bp,1,1,-1,0.2690000534057617,3,61,2.377049180327869

HIV,ID3Classifier,0.5,0.8,0.7989276139410187,148,28,47,150,bp,1,1,-1,0.2789947986602783,4,74,2.4594594594594597

HIV,ID3Classifier,0.5,0.8179419525065964,0.8150134048257373,149,21,48,155,bp,1,1,-1,0.27697300910949707,5,75,2.4266666666666667

HIV,ID3Classifier,0.5,0.8011049723756906,0.806970509383378,156,24,48,145,bp,1,1,-1,0.27803945541381836,6,80,2.425

HIV,ID3Classifier,0.5,0.8176795580110496,0.8230563002680965,159,20,46,148,bp,1,1,-1,0.33686280250549316,7,76,2.486842105263158

HIV,ID3Classifier,0.5,0.7637362637362638,0.7694369973190348,148,20,66,139,bp,1,1,-1,0.3790013790130615,8,73,2.5616438356164384

HIV,ID3Classifier,0.5,0.7956989247311828,0.7962466487935657,149,24,52,148,bp,1,1,-1,0.3230421543121338,9,66,2.5

HIV,ID3Classifier,0.33,0.7734375,0.768,186,42,74,198,bp,1,1,-1,0.1573030948638916,0,55,2.290909090909091

HIV,ID3Classifier,0.33,0.7870722433460076,0.776,181,47,65,207,bp,1,1,-1,0.1479489803314209,1,41,2.341463414634146

HIV,ID3Classifier,0.33,0.7175257731958762,0.726,189,48,89,174,bp,1,1,-1,0.15703845024108887,2,55,2.7454545454545456

HIV,ID3Classifier,0.33,0.7407407407407407,0.762,211,27,92,170,bp,1,1,-1,0.15399909019470215,3,55,2.381818181818182

HIV,ID3Classifier,0.33,0.7984031936127743,0.798,199,31,70,200,bp,1,1,-1,0.15802526473999023,4,59,2.23728813559322

HIV,ID3Classifier,0.33,0.8219178082191781,0.818,199,29,62,210,bp,1,1,-1,0.15287017822265625,5,55,2.2363636363636363

HIV,ID3Classifier,0.33,0.7261146496815287,0.742,200,39,90,171,bp,1,1,-1,0.16000032424926758,6,62,2.403225806451613

HIV,ID3Classifier,0.33,0.8383233532934132,0.838,209,21,60,210,bp,1,1,-1,0.1670386791229248,7,58,2.413793103448276

HIV,ID3Classifier,0.33,0.7441860465116279,0.758,203,27,94,176,bp,1,1,-1,0.15633010864257812,8,49,2.2857142857142856

HIV,ID3Classifier,0.33,0.8242424242424242,0.826,209,21,66,204,bp,1,1,-1,0.1490011215209961,9,46,2.5652173913043477

HIV,ID3Classifier,0.25,0.7823008849557521,0.7799642218246869,215,39,84,221,bp,1,1,-1,0.10300040245056152,0,43,2.255813953488372

HIV,ID3Classifier,0.25,0.825503355704698,0.813953488372093,209,55,49,246,bp,1,1,-1,0.09595823287963867,1,37,2.189189189189189

HIV,ID3Classifier,0.25,0.7415730337078651,0.7531305903398927,223,37,101,198,bp,1,1,-1,0.10003900527954102,2,38,2.3947368421052633

HIV,ID3Classifier,0.25,0.7218934911242604,0.7477638640429338,235,27,114,183,bp,1,1,-1,0.10400390625,3,53,2.3962264150943398

HIV,ID3Classifier,0.25,0.7910447761194029,0.7996422182468694,235,27,85,212,bp,1,1,-1,0.10500860214233398,4,43,2.186046511627907

HIV,ID3Classifier,0.25,0.7907801418439716,0.7889087656529516,218,38,80,223,bp,1,1,-1,0.10695075988769531,5,49,2.204081632653061

HIV,ID3Classifier,0.25,0.704331450094162,0.7191413237924866,215,45,112,187,bp,1,1,-1,0.10103702545166016,6,45,2.3333333333333335

HIV,ID3Classifier,0.25,0.7088122605363986,0.7280858676207513,222,29,123,185,bp,1,1,-1,0.10596370697021484,7,41,2.4146341463414633

HIV,ID3Classifier,0.25,0.7926605504587156,0.7978533094812165,230,31,82,216,bp,1,1,-1,0.09900021553039551,8,41,2.073170731707317

HIV,ID3Classifier,0.25,0.7255985267034991,0.7334525939177102,213,40,109,197,bp,1,1,-1,0.11100459098815918,9,45,2.2

LYMPHOGRAPHY,ID3Classifier,0.5,0.8172043010752688,0.7702702702702703,19,11,6,38,bp,1,1,-1,0.06800246238708496,0,14,2.7142857142857144

LYMPHOGRAPHY,ID3Classifier,0.5,0.8409090909090909,0.8108108108108109,23,7,7,37,bp,1,1,-1,0.07999706268310547,1,11,2.909090909090909

LYMPHOGRAPHY,ID3Classifier,0.5,0.7901234567901233,0.7702702702702703,25,10,7,32,bp,1,1,-1,0.07110285758972168,2,16,2.9375

LYMPHOGRAPHY,ID3Classifier,0.5,0.7912087912087913,0.7432432432432432,19,13,6,36,bp,1,1,-1,0.06904220581054688,3,10,2.6

LYMPHOGRAPHY,ID3Classifier,0.5,0.6575342465753423,0.6621621621621622,25,8,17,24,bp,1,1,-1,0.07196283340454102,4,12,3.3333333333333335

LYMPHOGRAPHY,ID3Classifier,0.5,0.6842105263157895,0.6756756756756757,24,9,15,26,bp,1,1,-1,0.0690305233001709,5,12,3.1666666666666665

LYMPHOGRAPHY,ID3Classifier,0.5,0.7272727272727273,0.7162162162162162,25,9,12,28,bp,1,1,-1,0.06396293640136719,6,7,3.2857142857142856

LYMPHOGRAPHY,ID3Classifier,0.5,0.7954545454545455,0.7567567567567568,21,8,10,35,bp,1,1,-1,0.06600403785705566,7,11,3.090909090909091

LYMPHOGRAPHY,ID3Classifier,0.5,0.75,0.7297297297297297,24,13,7,30,bp,1,1,-1,0.05803537368774414,8,9,3.0

LYMPHOGRAPHY,ID3Classifier,0.5,0.7710843373493975,0.7432432432432432,23,14,5,32,bp,1,1,-1,0.06399059295654297,9,14,2.7857142857142856

LYMPHOGRAPHY,ID3Classifier,0.33,0.7478260869565218,0.7070707070707071,27,12,17,43,bp,1,1,-1,0.037012338638305664,0,9,2.5555555555555554

LYMPHOGRAPHY,ID3Classifier,0.33,0.7407407407407408,0.7171717171717171,31,10,18,40,bp,1,1,-1,0.038889169692993164,1,9,2.5555555555555554

LYMPHOGRAPHY,ID3Classifier,0.33,0.8000000000000002,0.7777777777777778,33,11,11,44,bp,1,1,-1,0.03702664375305176,2,10,2.5

LYMPHOGRAPHY,ID3Classifier,0.33,0.7407407407407407,0.7171717171717171,31,13,15,40,bp,1,1,-1,0.040001630783081055,3,8,3.25

LYMPHOGRAPHY,ID3Classifier,0.33,0.7254901960784315,0.7171717171717171,34,11,17,37,bp,1,1,-1,0.03695988655090332,4,10,2.5

LYMPHOGRAPHY,ID3Classifier,0.33,0.823529411764706,0.8181818181818182,39,2,16,42,bp,1,1,-1,0.03803420066833496,5,8,3.125

LYMPHOGRAPHY,ID3Classifier,0.33,0.7735849056603773,0.7575757575757576,34,8,16,41,bp,1,1,-1,0.033007144927978516,6,6,3.0

LYMPHOGRAPHY,ID3Classifier,0.33,0.6981132075471698,0.6767676767676768,30,8,24,37,bp,1,1,-1,0.037000179290771484,7,10,2.8

LYMPHOGRAPHY,ID3Classifier,0.33,0.7307692307692308,0.7171717171717171,33,17,11,38,bp,1,1,-1,0.030992984771728516,8,6,2.1666666666666665

LYMPHOGRAPHY,ID3Classifier,0.33,0.7592592592592592,0.7373737373737373,32,18,8,41,bp,1,1,-1,0.03800010681152344,9,10,2.2

LYMPHOGRAPHY,ID3Classifier,0.25,0.7741935483870968,0.7477477477477478,35,10,18,48,bp,1,1,-1,0.026000022888183594,0,6,2.3333333333333335

LYMPHOGRAPHY,ID3Classifier,0.25,0.6666666666666665,0.6486486486486487,33,13,26,39,bp,1,1,-1,0.026009321212768555,1,7,2.2857142857142856

LYMPHOGRAPHY,ID3Classifier,0.25,0.7394957983193278,0.7207207207207207,36,16,15,44,bp,1,1,-1,0.02599048614501953,2,8,2.125

LYMPHOGRAPHY,ID3Classifier,0.25,0.7538461538461538,0.7117117117117117,30,18,14,49,bp,1,1,-1,0.025003433227539062,3,5,2.4

LYMPHOGRAPHY,ID3Classifier,0.25,0.6250000000000001,0.6216216216216216,34,17,25,35,bp,1,1,-1,0.02700066566467285,4,9,2.3333333333333335

LYMPHOGRAPHY,ID3Classifier,0.25,0.8429752066115702,0.8288288288288288,41,6,13,51,bp,1,1,-1,0.026960134506225586,5,6,2.8333333333333335

LYMPHOGRAPHY,ID3Classifier,0.25,0.8135593220338982,0.8018018018018018,41,8,14,48,bp,1,1,-1,0.025037765502929688,6,5,2.8

LYMPHOGRAPHY,ID3Classifier,0.25,0.6788990825688074,0.6846846846846847,39,5,30,37,bp,1,1,-1,0.02700519561767578,7,10,2.7

LYMPHOGRAPHY,ID3Classifier,0.25,0.7611940298507461,0.7117117117117117,28,25,7,51,bp,1,1,-1,0.02100205421447754,8,3,1.6666666666666667

LYMPHOGRAPHY,ID3Classifier,0.25,0.6615384615384615,0.6036036036036037,24,30,14,43,bp,1,1,-1,0.025996685028076172,9,10,2.2

PRIMARY,ID3Classifier,0.5,0.6666666666666666,0.8353658536585366,110,12,15,27,bp,1,1,-1,0.23096799850463867,0,13,4.384615384615385

PRIMARY,ID3Classifier,0.5,0.6190476190476191,0.8048780487804879,106,17,15,26,bp,1,1,-1,0.24100804328918457,1,16,4.75

PRIMARY,ID3Classifier,0.5,0.5952380952380953,0.7926829268292683,105,23,11,25,bp,1,1,-1,0.23599815368652344,2,17,5.235294117647059

PRIMARY,ID3Classifier,0.5,0.775,0.8902439024390244,115,4,14,31,bp,1,1,-1,0.24899578094482422,3,19,5.157894736842105

PRIMARY,ID3Classifier,0.5,0.5476190476190476,0.7682926829268293,103,25,13,23,bp,1,1,-1,0.2389984130859375,4,16,5.5

PRIMARY,ID3Classifier,0.5,0.5714285714285713,0.7804878048780488,104,20,16,24,bp,1,1,-1,0.25503993034362793,5,19,4.368421052631579

PRIMARY,ID3Classifier,0.5,0.6857142857142857,0.8658536585365854,118,11,11,24,bp,1,1,-1,0.2412428855895996,6,16,4.75

PRIMARY,ID3Classifier,0.5,0.6913580246913581,0.8475609756097561,111,12,13,28,bp,1,1,-1,0.2440192699432373,7,14,4.785714285714286

PRIMARY,ID3Classifier,0.5,0.6987951807228916,0.8475609756097561,110,14,11,29,bp,1,1,-1,0.31896400451660156,8,16,4.6875

PRIMARY,ID3Classifier,0.5,0.6516853932584269,0.8109756097560976,104,21,10,29,bp,1,1,-1,0.28203701972961426,9,19,4.578947368421052

PRIMARY,ID3Classifier,0.33,0.576923076923077,0.8,146,14,30,30,bp,1,1,-1,0.10342669486999512,0,10,4.2

PRIMARY,ID3Classifier,0.33,0.6428571428571428,0.8181818181818182,144,26,14,36,bp,1,1,-1,0.14504027366638184,1,11,4.181818181818182

PRIMARY,ID3Classifier,0.33,0.5740740740740742,0.7909090909090909,143,28,18,31,bp,1,1,-1,0.11304879188537598,2,12,5.166666666666667

PRIMARY,ID3Classifier,0.33,0.6260869565217392,0.8045454545454546,141,26,17,36,bp,1,1,-1,0.12496018409729004,3,13,4.6923076923076925

PRIMARY,ID3Classifier,0.33,0.5576923076923077,0.7909090909090909,145,23,23,29,bp,1,1,-1,0.12903070449829102,4,13,4.615384615384615

PRIMARY,ID3Classifier,0.33,0.46017699115044247,0.7227272727272728,133,33,28,26,bp,1,1,-1,0.11697745323181152,5,12,3.8333333333333335

PRIMARY,ID3Classifier,0.33,0.5849056603773585,0.8,145,24,20,31,bp,1,1,-1,0.10800290107727051,6,12,3.3333333333333335

PRIMARY,ID3Classifier,0.33,0.6851851851851852,0.8454545454545455,149,18,16,37,bp,1,1,-1,0.11702585220336914,7,8,3.875

PRIMARY,ID3Classifier,0.33,0.5436893203883495,0.7863636363636364,145,23,24,28,bp,1,1,-1,0.12897062301635742,8,14,4.5

