dataset,method,dataset_size,f1,accuracy,tn,fp,fn,tp,strategy,T,pool_size,best_k,time_elapsed,seed,avg_ruleset_len,avg_rule_len
MUSH,FindRsClassifier,0.25,1.0,1.0,2931,0,0,3162,bp,1,1,-1,1.7446906566619873,5,6,7.666666666666667

MUSH,FindRsClassifier,0.25,0.9990497307570478,0.999015263417036,2933,0,6,3154,bp,1,1,-1,1.5239245891571045,6,7,11.428571428571429

MUSH,FindRsClassifier,0.25,1.0,1.0,2952,0,0,3141,bp,1,1,-1,1.1989617347717285,7,6,11.333333333333334

MUSH,FindRsClassifier,0.25,1.0,1.0,2936,0,0,3157,bp,1,1,-1,1.4084641933441162,8,7,11.857142857142858

MUSH,FindRsClassifier,0.25,1.0,1.0,2955,0,0,3138,bp,1,1,-1,1.258739709854126,9,6,11.333333333333334

MONKS1,FindRsClassifier,0.5,1.0,1.0,135,0,0,142,bp,1,1,-1,0.028038740158081055,0,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,134,0,0,143,bp,1,1,-1,0.028999805450439453,1,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,137,0,0,140,bp,1,1,-1,0.028001785278320312,2,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,143,0,0,134,bp,1,1,-1,0.0299990177154541,3,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,144,0,0,133,bp,1,1,-1,0.027995824813842773,4,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,137,0,0,140,bp,1,1,-1,0.028000593185424805,5,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,136,0,0,141,bp,1,1,-1,0.0279998779296875,6,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,141,0,0,136,bp,1,1,-1,0.0279998779296875,7,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,141,0,0,136,bp,1,1,-1,0.0299985408782959,8,4,1.75

MONKS1,FindRsClassifier,0.5,1.0,1.0,143,0,0,134,bp,1,1,-1,0.0280001163482666,9,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,188,0,0,184,bp,1,1,-1,0.01700139045715332,0,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,184,0,0,188,bp,1,1,-1,0.018040895462036133,1,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,188,0,0,184,bp,1,1,-1,0.016011714935302734,2,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,186,0,0,186,bp,1,1,-1,0.01598811149597168,3,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,192,0,0,180,bp,1,1,-1,0.01600170135498047,4,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,185,0,0,187,bp,1,1,-1,0.015956401824951172,5,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,191,0,0,181,bp,1,1,-1,0.016042232513427734,6,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,191,0,0,181,bp,1,1,-1,0.018001556396484375,7,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,190,0,0,182,bp,1,1,-1,0.0149993896484375,8,4,1.75

MONKS1,FindRsClassifier,0.33,1.0,1.0,191,0,0,181,bp,1,1,-1,0.017999649047851562,9,4,1.75

MONKS1,FindRsClassifier,0.25,1.0,1.0,208,0,0,208,bp,1,1,-1,0.010998964309692383,0,4,1.75

MONKS1,FindRsClassifier,0.25,0.9381443298969072,0.9423076923076923,210,0,24,182,bp,1,1,-1,0.013004541397094727,1,4,2.0

MONKS1,FindRsClassifier,0.25,1.0,1.0,213,0,0,203,bp,1,1,-1,0.012996196746826172,2,4,1.75

MONKS1,FindRsClassifier,0.25,1.0,1.0,206,0,0,210,bp,1,1,-1,0.012133359909057617,3,4,1.75

MONKS1,FindRsClassifier,0.25,1.0,1.0,207,0,0,209,bp,1,1,-1,0.012866973876953125,4,4,1.75

MONKS1,FindRsClassifier,0.25,1.0,1.0,202,0,0,214,bp,1,1,-1,0.012000799179077148,5,4,1.75

MONKS1,FindRsClassifier,0.25,1.0,1.0,217,0,0,199,bp,1,1,-1,0.012958049774169922,6,4,1.75

MONKS1,FindRsClassifier,0.25,1.0,1.0,215,0,0,201,bp,1,1,-1,0.012000560760498047,7,4,1.75

MONKS1,FindRsClassifier,0.25,1.0,1.0,207,0,0,209,bp,1,1,-1,0.012999534606933594,8,4,1.75

MONKS1,FindRsClassifier,0.25,1.0,1.0,212,0,0,204,bp,1,1,-1,0.012000083923339844,9,4,1.75

MONKS2,FindRsClassifier,0.5,0.43023255813953487,0.6733333333333333,165,37,61,37,bp,1,1,-1,0.1460428237915039,0,60,5.483333333333333

MONKS2,FindRsClassifier,0.5,0.48000000000000004,0.6966666666666667,167,36,55,42,bp,1,1,-1,0.15617132186889648,1,64,5.5625

MONKS2,FindRsClassifier,0.5,0.4489795918367347,0.64,148,40,68,44,bp,1,1,-1,0.11195826530456543,2,55,5.509090909090909

MONKS2,FindRsClassifier,0.5,0.5168539325842697,0.7133333333333334,168,39,47,46,bp,1,1,-1,0.13902592658996582,3,60,5.45

MONKS2,FindRsClassifier,0.5,0.4659090909090909,0.6866666666666666,165,33,61,41,bp,1,1,-1,0.13097572326660156,4,59,5.5423728813559325

MONKS2,FindRsClassifier,0.5,0.4519774011299435,0.6766666666666666,163,39,58,40,bp,1,1,-1,0.14503765106201172,5,61,5.475409836065574

MONKS2,FindRsClassifier,0.5,0.449438202247191,0.6733333333333333,162,33,65,40,bp,1,1,-1,0.1250007152557373,6,57,5.508771929824562

MONKS2,FindRsClassifier,0.5,0.4945054945054946,0.6933333333333334,163,36,56,45,bp,1,1,-1,0.13008570671081543,7,59,5.423728813559322

MONKS2,FindRsClassifier,0.5,0.42708333333333337,0.6333333333333333,149,45,65,41,bp,1,1,-1,0.13303685188293457,8,61,5.442622950819672

MONKS2,FindRsClassifier,0.5,0.40909090909090906,0.6533333333333333,160,37,67,36,bp,1,1,-1,0.13000130653381348,9,56,5.482142857142857

MONKS2,FindRsClassifier,0.33,0.3697478991596639,0.6268656716417911,208,63,87,44,bp,1,1,-1,0.06400442123413086,0,37,5.135135135135135

MONKS2,FindRsClassifier,0.33,0.4051724137931035,0.6567164179104478,217,53,85,47,bp,1,1,-1,0.06998920440673828,1,40,5.3

MONKS2,FindRsClassifier,0.33,0.3846153846153846,0.6019900497512438,192,72,88,50,bp,1,1,-1,0.05599856376647949,2,33,5.0

MONKS2,FindRsClassifier,0.33,0.35807860262008734,0.6343283582089553,214,52,95,41,bp,1,1,-1,0.07400059700012207,3,42,5.214285714285714

MONKS2,FindRsClassifier,0.33,0.25396825396825395,0.6492537313432836,237,36,105,24,bp,1,1,-1,0.07500004768371582,4,42,5.4523809523809526

MONKS2,FindRsClassifier,0.33,0.38961038961038963,0.6492537313432836,216,48,93,45,bp,1,1,-1,0.05799698829650879,5,35,5.228571428571429

MONKS2,FindRsClassifier,0.33,0.3235294117647059,0.6567164179104478,231,30,108,33,bp,1,1,-1,0.06295466423034668,6,39,5.487179487179487

MONKS2,FindRsClassifier,0.33,0.3661971830985915,0.664179104477612,228,38,97,39,bp,1,1,-1,0.0670011043548584,7,40,5.4

MONKS2,FindRsClassifier,0.33,0.408695652173913,0.6616915422885572,219,47,89,47,bp,1,1,-1,0.07603907585144043,8,45,5.466666666666667

MONKS2,FindRsClassifier,0.33,0.4033613445378151,0.6467661691542289,212,55,87,48,bp,1,1,-1,0.06599998474121094,9,38,5.184210526315789

MONKS2,FindRsClassifier,0.25,0.33858267716535434,0.6266666666666667,239,57,111,43,bp,1,1,-1,0.03799915313720703,0,27,5.111111111111111

MONKS2,FindRsClassifier,0.25,0.33469387755102037,0.6377777777777778,246,54,109,41,bp,1,1,-1,0.04100394248962402,1,28,5.142857142857143

MONKS2,FindRsClassifier,0.25,0.3655913978494624,0.6066666666666667,222,73,104,51,bp,1,1,-1,0.036992549896240234,2,25,4.88

MONKS2,FindRsClassifier,0.25,0.32340425531914896,0.6466666666666666,253,42,117,38,bp,1,1,-1,0.04600071907043457,3,32,5.3125

MONKS2,FindRsClassifier,0.25,0.2683982683982684,0.6244444444444445,250,51,118,31,bp,1,1,-1,0.045999765396118164,4,31,5.32258064516129

MONKS2,FindRsClassifier,0.25,0.36134453781512604,0.6622222222222223,255,43,109,43,bp,1,1,-1,0.043997764587402344,5,30,5.3

MONKS2,FindRsClassifier,0.25,0.3153526970954357,0.6333333333333333,247,45,120,38,bp,1,1,-1,0.041002750396728516,6,28,5.25

MONKS2,FindRsClassifier,0.25,0.35390946502057613,0.6511111111111111,250,46,111,43,bp,1,1,-1,0.04199671745300293,7,29,5.241379310344827

MONKS2,FindRsClassifier,0.25,0.32921810699588483,0.6377777777777778,247,50,113,40,bp,1,1,-1,0.04996013641357422,8,35,5.428571428571429

MONKS2,FindRsClassifier,0.25,0.35059760956175295,0.6377777777777778,243,57,106,44,bp,1,1,-1,0.044999122619628906,9,30,5.066666666666666

MONKS3,FindRsClassifier,0.5,0.9381818181818182,0.9384057971014492,130,1,16,129,bp,1,1,-1,0.051041603088378906,0,18,4.0

MONKS3,FindRsClassifier,0.5,0.948905109489051,0.9492753623188406,132,4,10,130,bp,1,1,-1,0.0390012264251709,1,12,3.4166666666666665

MONKS3,FindRsClassifier,0.5,0.9448275862068967,0.9420289855072463,123,3,13,137,bp,1,1,-1,0.04295706748962402,2,12,3.1666666666666665

MONKS3,FindRsClassifier,0.5,0.923076923076923,0.9239130434782609,129,0,21,126,bp,1,1,-1,0.04800009727478027,3,19,4.157894736842105

MONKS3,FindRsClassifier,0.5,0.9256756756756757,0.9202898550724637,117,7,15,137,bp,1,1,-1,0.04603266716003418,4,15,3.533333333333333

MONKS3,FindRsClassifier,0.5,0.955631399317406,0.9528985507246377,123,1,12,140,bp,1,1,-1,0.043967247009277344,5,18,4.111111111111111

MONKS3,FindRsClassifier,0.5,0.972027972027972,0.9710144927536232,129,4,4,139,bp,1,1,-1,0.03803443908691406,6,13,3.6153846153846154

MONKS3,FindRsClassifier,0.5,0.976271186440678,0.9746376811594203,125,4,3,144,bp,1,1,-1,0.036005258560180664,7,11,3.272727272727273

MONKS3,FindRsClassifier,0.5,0.9655172413793104,0.967391304347826,141,2,7,126,bp,1,1,-1,0.053003549575805664,8,21,4.0476190476190474

MONKS3,FindRsClassifier,0.5,0.9727891156462585,0.9710144927536232,125,3,5,143,bp,1,1,-1,0.04099702835083008,9,11,3.1818181818181817

MONKS3,FindRsClassifier,0.33,0.9234972677595628,0.9243243243243243,173,3,25,169,bp,1,1,-1,0.02300262451171875,0,11,3.272727272727273

MONKS3,FindRsClassifier,0.33,0.9436997319034852,0.9432432432432433,173,7,14,176,bp,1,1,-1,0.029998779296875,1,10,3.1

MONKS3,FindRsClassifier,0.33,0.9189189189189189,0.918918918918919,170,3,27,170,bp,1,1,-1,0.02500176429748535,2,11,3.0

MONKS3,FindRsClassifier,0.33,0.8833333333333332,0.8864864864864865,169,5,37,159,bp,1,1,-1,0.03000044822692871,3,16,3.75

MONKS3,FindRsClassifier,0.33,0.9219143576826196,0.9162162162162162,156,13,18,183,bp,1,1,-1,0.023996353149414062,4,11,3.090909090909091

MONKS3,FindRsClassifier,0.33,0.9706666666666666,0.9702702702702702,177,2,9,182,bp,1,1,-1,0.031001806259155273,5,12,3.5

MONKS3,FindRsClassifier,0.33,0.9743589743589743,0.972972972972973,170,4,6,190,bp,1,1,-1,0.02800154685974121,6,10,3.0

MONKS3,FindRsClassifier,0.33,0.9720101781170484,0.9702702702702702,168,4,7,191,bp,1,1,-1,0.02299785614013672,7,10,3.0

MONKS3,FindRsClassifier,0.33,0.9405405405405406,0.9405405405405406,174,7,15,174,bp,1,1,-1,0.029000043869018555,8,15,3.466666666666667

MONKS3,FindRsClassifier,0.33,0.9496021220159151,0.9486486486486486,172,14,5,179,bp,1,1,-1,0.02596116065979004,9,11,3.0

MONKS3,FindRsClassifier,0.25,0.9014084507042254,0.8985507246376812,180,17,25,192,bp,1,1,-1,0.0200350284576416,0,11,3.272727272727273

MONKS3,FindRsClassifier,0.25,0.9526066350710901,0.9516908212560387,193,5,15,201,bp,1,1,-1,0.023997068405151367,1,11,3.272727272727273

MONKS3,FindRsClassifier,0.25,0.9056603773584905,0.9033816425120773,182,11,29,192,bp,1,1,-1,0.02100539207458496,2,12,3.5

MONKS3,FindRsClassifier,0.25,0.9054726368159204,0.9082125603864735,194,5,33,182,bp,1,1,-1,0.026001453399658203,3,15,3.7333333333333334

MONKS3,FindRsClassifier,0.25,0.9866666666666667,0.9855072463768116,186,5,1,222,bp,1,1,-1,0.018999338150024414,4,7,2.142857142857143

MONKS3,FindRsClassifier,0.25,0.9674418604651163,0.966183574879227,192,6,8,208,bp,1,1,-1,0.020003080368041992,5,10,2.9

MONKS3,FindRsClassifier,0.25,0.9339407744874715,0.9299516908212561,180,16,13,205,bp,1,1,-1,0.019960641860961914,6,10,2.7

MONKS3,FindRsClassifier,0.25,0.9473684210526316,0.9444444444444444,184,14,9,207,bp,1,1,-1,0.022037744522094727,7,11,3.0

MONKS3,FindRsClassifier,0.25,0.9362745098039216,0.9371980676328503,197,5,21,191,bp,1,1,-1,0.022000551223754883,8,12,3.3333333333333335

MONKS3,FindRsClassifier,0.25,0.9116279069767441,0.9082125603864735,180,28,10,196,bp,1,1,-1,0.021999359130859375,9,12,3.6666666666666665

KR-VS-KP,FindRsClassifier,0.5,0.9724770642201835,0.9718397997496871,758,22,23,795,bp,1,1,-1,1.656311273574829,0,16,21.5625

KR-VS-KP,FindRsClassifier,0.5,0.9875959834613113,0.9868585732165206,741,11,10,836,bp,1,1,-1,1.7083511352539062,1,10,17.9

KR-VS-KP,FindRsClassifier,0.5,0.984033116499113,0.9831038798498123,739,14,13,832,bp,1,1,-1,2.224294662475586,2,10,18.5

KR-VS-KP,FindRsClassifier,0.5,0.9933211900425016,0.9931163954943679,769,2,9,818,bp,1,1,-1,1.6078400611877441,3,11,21.90909090909091

KR-VS-KP,FindRsClassifier,0.5,0.988830099941211,0.9881101376720901,738,9,10,841,bp,1,1,-1,1.937819004058838,4,12,19.916666666666668

KR-VS-KP,FindRsClassifier,0.5,0.982779827798278,0.9824780976220275,771,2,26,799,bp,1,1,-1,1.3824677467346191,5,12,22.916666666666668

KR-VS-KP,FindRsClassifier,0.5,0.9909145972138098,0.990613266583229,765,3,12,818,bp,1,1,-1,1.3585236072540283,6,12,22.916666666666668

KR-VS-KP,FindRsClassifier,0.5,0.9842233009708738,0.983729662077597,761,7,19,811,bp,1,1,-1,1.4382336139678955,7,14,22.928571428571427

KR-VS-KP,FindRsClassifier,0.5,0.9792038027332145,0.9780976220275344,739,11,24,824,bp,1,1,-1,1.9422459602355957,8,14,20.142857142857142

KR-VS-KP,FindRsClassifier,0.5,0.9884498480243161,0.9881101376720901,766,7,12,813,bp,1,1,-1,1.5620403289794922,9,14,22.714285714285715

KR-VS-KP,FindRsClassifier,0.33,0.973218338629142,0.9724427837459131,1010,19,40,1072,bp,1,1,-1,0.6750013828277588,0,10,21.0

KR-VS-KP,FindRsClassifier,0.33,0.9805693628558518,0.9799159271368519,1013,11,32,1085,bp,1,1,-1,0.7966797351837158,1,9,19.0

KR-VS-KP,FindRsClassifier,0.33,0.970314576871954,0.9687062120504437,979,32,35,1095,bp,1,1,-1,0.764998197555542,2,9,17.666666666666668

KR-VS-KP,FindRsClassifier,0.33,0.9769372693726937,0.9766464269033162,1032,5,45,1059,bp,1,1,-1,0.7079641819000244,3,11,21.818181818181817

KR-VS-KP,FindRsClassifier,0.33,0.9813829787234044,0.9803829985987856,992,20,22,1107,bp,1,1,-1,0.6988916397094727,4,10,19.3

KR-VS-KP,FindRsClassifier,0.33,0.9619220308250227,0.9607659971975713,996,26,58,1061,bp,1,1,-1,0.9092187881469727,5,11,18.454545454545453

KR-VS-KP,FindRsClassifier,0.33,0.9909255898366607,0.9906585707613265,1029,2,18,1092,bp,1,1,-1,0.6300382614135742,6,8,18.375

KR-VS-KP,FindRsClassifier,0.33,0.9923800986104886,0.9920597851471276,1017,3,14,1107,bp,1,1,-1,0.7069597244262695,7,9,20.555555555555557

KR-VS-KP,FindRsClassifier,0.33,0.9798477384684281,0.9789817842129845,1002,8,37,1094,bp,1,1,-1,0.814948558807373,8,10,19.2

KR-VS-KP,FindRsClassifier,0.33,0.9813381884387802,0.9808500700607193,1022,0,41,1078,bp,1,1,-1,0.6369619369506836,9,10,21.6

KR-VS-KP,FindRsClassifier,0.25,0.9796747967479674,0.9791405924071757,1142,5,45,1205,bp,1,1,-1,0.4770395755767822,0,8,18.375

KR-VS-KP,FindRsClassifier,0.25,0.9712643678160918,0.9707968293700459,1144,6,64,1183,bp,1,1,-1,0.42516303062438965,1,9,20.77777777777778

KR-VS-KP,FindRsClassifier,0.25,0.9712230215827339,0.9699624530663329,1110,32,40,1215,bp,1,1,-1,0.4088718891143799,2,8,16.875

KR-VS-KP,FindRsClassifier,0.25,0.9656862745098039,0.9649561952440551,1131,19,65,1182,bp,1,1,-1,0.46600794792175293,3,9,20.0

KR-VS-KP,FindRsClassifier,0.25,0.9787575150300601,0.9778890279516061,1123,16,37,1221,bp,1,1,-1,0.4889991283416748,4,9,18.22222222222222

KR-VS-KP,FindRsClassifier,0.25,0.9628148740503799,0.9612015018773467,1100,49,44,1204,bp,1,1,-1,0.5200412273406982,5,13,21.692307692307693

KR-VS-KP,FindRsClassifier,0.25,0.9890732496964793,0.9887359198998749,1148,2,25,1222,bp,1,1,-1,0.39916419982910156,6,7,16.571428571428573

KR-VS-KP,FindRsClassifier,0.25,0.9560661023780733,0.9545264914476429,1102,41,68,1186,bp,1,1,-1,0.5738377571105957,7,13,19.76923076923077

KR-VS-KP,FindRsClassifier,0.25,0.9818328623334678,0.981226533166458,1136,2,43,1216,bp,1,1,-1,0.4610424041748047,8,8,19.125

KR-VS-KP,FindRsClassifier,0.25,0.9801860088960777,0.9795577805590321,1136,9,40,1212,bp,1,1,-1,0.523000955581665,9,11,20.545454545454547

VOTE,FindRsClassifier,0.5,0.8944099378881987,0.9216589861751152,128,4,13,72,bp,1,1,-1,0.01895737648010254,0,7,6.714285714285714

VOTE,FindRsClassifier,0.5,0.9294117647058823,0.9447004608294931,126,5,7,79,bp,1,1,-1,0.018999576568603516,1,6,6.666666666666667

VOTE,FindRsClassifier,0.5,0.8933333333333333,0.9262672811059908,134,2,14,67,bp,1,1,-1,0.019999980926513672,2,7,9.142857142857142

VOTE,FindRsClassifier,0.5,0.8333333333333333,0.880184331797235,126,2,24,65,bp,1,1,-1,0.019002437591552734,3,7,10.714285714285714

VOTE,FindRsClassifier,0.5,0.8794326241134751,0.9216589861751152,138,1,16,62,bp,1,1,-1,0.023999691009521484,4,8,9.125

VOTE,FindRsClassifier,0.5,0.8834355828220859,0.9124423963133641,126,4,15,72,bp,1,1,-1,0.019036293029785156,5,7,7.285714285714286

VOTE,FindRsClassifier,0.5,0.9277108433734941,0.9447004608294931,128,7,5,77,bp,1,1,-1,0.01900339126586914,6,7,7.0

VOTE,FindRsClassifier,0.5,0.8944099378881987,0.9216589861751152,128,4,13,72,bp,1,1,-1,0.02199840545654297,7,8,8.25

VOTE,FindRsClassifier,0.5,0.8888888888888888,0.9216589861751152,132,3,14,68,bp,1,1,-1,0.017999887466430664,8,7,9.857142857142858

VOTE,FindRsClassifier,0.5,0.9302325581395349,0.9447004608294931,125,6,6,80,bp,1,1,-1,0.016999483108520508,9,7,9.571428571428571

VOTE,FindRsClassifier,0.33,0.9285714285714285,0.9450171821305842,171,6,10,104,bp,1,1,-1,0.013001203536987305,0,4,6.5

VOTE,FindRsClassifier,0.33,0.8653846153846154,0.9037800687285223,173,4,24,90,bp,1,1,-1,0.011962652206420898,1,5,8.0

VOTE,FindRsClassifier,0.33,0.9308755760368663,0.9484536082474226,175,4,11,101,bp,1,1,-1,0.009999513626098633,2,3,7.666666666666667

VOTE,FindRsClassifier,0.33,0.8583690987124464,0.8865979381443299,158,13,20,100,bp,1,1,-1,0.011037826538085938,3,4,7.0

VOTE,FindRsClassifier,0.33,0.8341708542713567,0.8865979381443299,175,0,33,83,bp,1,1,-1,0.012959718704223633,4,4,7.5

VOTE,FindRsClassifier,0.33,0.8855721393034826,0.9209621993127147,179,6,17,89,bp,1,1,-1,0.013035058975219727,5,4,5.25

VOTE,FindRsClassifier,0.33,0.9363636363636363,0.9518900343642611,174,8,6,103,bp,1,1,-1,0.014004230499267578,6,6,8.166666666666666

VOTE,FindRsClassifier,0.33,0.8653846153846154,0.9037800687285223,173,6,22,90,bp,1,1,-1,0.013004779815673828,7,7,8.285714285714286

VOTE,FindRsClassifier,0.33,0.8585858585858587,0.9037800687285223,178,4,24,85,bp,1,1,-1,0.010996103286743164,8,4,7.5

VOTE,FindRsClassifier,0.33,0.9203539823008849,0.9381443298969072,169,5,13,104,bp,1,1,-1,0.013000965118408203,9,7,7.857142857142857

VOTE,FindRsClassifier,0.25,0.9416342412451363,0.9539877300613497,190,6,9,121,bp,1,1,-1,0.007998466491699219,0,3,3.6666666666666665

VOTE,FindRsClassifier,0.25,0.878048780487805,0.9079754601226994,188,9,21,108,bp,1,1,-1,0.008959293365478516,1,4,6.0

VOTE,FindRsClassifier,0.25,0.8953974895397491,0.9233128834355828,194,4,21,107,bp,1,1,-1,0.009039163589477539,2,4,8.5

VOTE,FindRsClassifier,0.25,0.8333333333333334,0.8773006134969326,186,8,32,100,bp,1,1,-1,0.010004281997680664,3,5,10.6

VOTE,FindRsClassifier,0.25,0.8717948717948718,0.9079754601226994,194,1,29,102,bp,1,1,-1,0.008995532989501953,4,4,7.75

VOTE,FindRsClassifier,0.25,0.9115044247787611,0.9386503067484663,203,5,15,103,bp,1,1,-1,0.009001016616821289,5,4,7.25

VOTE,FindRsClassifier,0.25,0.8717948717948718,0.9079754601226994,194,7,23,102,bp,1,1,-1,0.008959531784057617,6,3,5.0

VOTE,FindRsClassifier,0.25,0.8407079646017698,0.8895705521472392,195,5,31,95,bp,1,1,-1,0.010037660598754883,7,5,10.4

VOTE,FindRsClassifier,0.25,0.8971193415637859,0.9233128834355828,192,9,16,109,bp,1,1,-1,0.008002042770385742,8,3,4.333333333333333

VOTE,FindRsClassifier,0.25,0.8870967741935484,0.9141104294478528,188,9,19,110,bp,1,1,-1,0.008999347686767578,9,5,7.2

BREAST,FindRsClassifier,0.5,0.380952380952381,0.7132352941176471,85,12,27,12,bp,1,1,-1,0.022997379302978516,0,18,6.0

BREAST,FindRsClassifier,0.5,0.5,0.7941176470588235,94,7,21,14,bp,1,1,-1,0.026000022888183594,1,21,6.666666666666667

BREAST,FindRsClassifier,0.5,0.2898550724637681,0.6397058823529411,77,20,29,10,bp,1,1,-1,0.020999670028686523,2,19,6.105263157894737

BREAST,FindRsClassifier,0.5,0.30508474576271183,0.6985294117647058,86,10,31,9,bp,1,1,-1,0.02300095558166504,3,18,6.222222222222222

BREAST,FindRsClassifier,0.5,0.27692307692307694,0.6544117647058824,80,15,32,9,bp,1,1,-1,0.020999908447265625,4,19,6.526315789473684

BREAST,FindRsClassifier,0.5,0.2909090909090909,0.7132352941176471,89,7,32,8,bp,1,1,-1,0.02299976348876953,5,21,7.095238095238095

BREAST,FindRsClassifier,0.5,0.4776119402985074,0.7426470588235294,85,15,20,16,bp,1,1,-1,0.024999618530273438,6,21,6.714285714285714

BREAST,FindRsClassifier,0.5,0.32142857142857145,0.7205882352941176,89,5,33,9,bp,1,1,-1,0.01999974250793457,7,19,6.526315789473684

BREAST,FindRsClassifier,0.5,0.3333333333333333,0.7352941176470589,91,7,29,9,bp,1,1,-1,0.0240018367767334,8,21,7.0476190476190474

BREAST,FindRsClassifier,0.5,0.32,0.75,94,10,24,8,bp,1,1,-1,0.025036334991455078,9,21,6.428571428571429

BREAST,FindRsClassifier,0.33,0.3296703296703296,0.6666666666666666,107,25,36,15,bp,1,1,-1,0.013002872467041016,0,12,6.083333333333333

BREAST,FindRsClassifier,0.33,0.35714285714285715,0.7049180327868853,114,20,34,15,bp,1,1,-1,0.012999534606933594,1,14,6.428571428571429

BREAST,FindRsClassifier,0.33,0.275,0.6830601092896175,114,13,45,11,bp,1,1,-1,0.012001276016235352,2,13,6.846153846153846

BREAST,FindRsClassifier,0.33,0.37037037037037046,0.7213114754098361,117,8,43,15,bp,1,1,-1,0.010001182556152344,3,11,6.909090909090909

BREAST,FindRsClassifier,0.33,0.18181818181818182,0.7049180327868853,123,8,46,6,bp,1,1,-1,0.012997627258300781,4,14,7.357142857142857

BREAST,FindRsClassifier,0.33,0.3333333333333333,0.7377049180327869,123,6,42,12,bp,1,1,-1,0.013964414596557617,5,14,7.071428571428571

BREAST,FindRsClassifier,0.33,0.35294117647058826,0.7595628415300546,127,9,35,12,bp,1,1,-1,0.015995025634765625,6,15,6.4

BREAST,FindRsClassifier,0.33,0.3421052631578947,0.726775956284153,120,10,40,13,bp,1,1,-1,0.013000011444091797,7,14,7.071428571428571

BREAST,FindRsClassifier,0.33,0.2285714285714286,0.7049180327868853,121,9,45,8,bp,1,1,-1,0.014005661010742188,8,14,6.714285714285714

BREAST,FindRsClassifier,0.33,0.3582089552238806,0.7650273224043715,128,7,36,12,bp,1,1,-1,0.015001535415649414,9,14,6.214285714285714

BREAST,FindRsClassifier,0.25,0.3789473684210526,0.7107843137254902,127,20,39,18,bp,1,1,-1,0.010996818542480469,0,10,5.6

BREAST,FindRsClassifier,0.25,0.368421052631579,0.7647058823529411,142,8,40,14,bp,1,1,-1,0.01300048828125,1,13,6.769230769230769

BREAST,FindRsClassifier,0.25,0.28235294117647064,0.7009803921568627,131,13,48,12,bp,1,1,-1,0.009999990463256836,2,10,6.2

BREAST,FindRsClassifier,0.25,0.2631578947368421,0.7254901960784313,138,3,53,10,bp,1,1,-1,0.009000778198242188,3,9,6.888888888888889

BREAST,FindRsClassifier,0.25,0.17142857142857143,0.7156862745098039,140,8,50,6,bp,1,1,-1,0.011998653411865234,4,12,6.5

BREAST,FindRsClassifier,0.25,0.32000000000000006,0.75,141,3,48,12,bp,1,1,-1,0.010000228881835938,5,9,7.333333333333333

BREAST,FindRsClassifier,0.25,0.21686746987951808,0.6813725490196079,130,14,51,9,bp,1,1,-1,0.009000301361083984,6,10,7.1

BREAST,FindRsClassifier,0.25,0.3181818181818182,0.7058823529411765,130,14,46,14,bp,1,1,-1,0.010999917984008789,7,11,7.181818181818182

BREAST,FindRsClassifier,0.25,0.2597402597402597,0.7205882352941176,137,7,50,10,bp,1,1,-1,0.011001110076904297,8,11,6.909090909090909

BREAST,FindRsClassifier,0.25,0.35000000000000003,0.7450980392156863,138,10,42,14,bp,1,1,-1,0.011999368667602539,9,11,6.2727272727272725

HIV,FindRsClassifier,0.5,0.8,0.8123324396782842,163,14,56,140,bp,1,1,-1,0.15703964233398438,0,49,4.040816326530612

HIV,FindRsClassifier,0.5,0.8350000000000001,0.8230563002680965,140,27,39,167,bp,1,1,-1,0.11977171897888184,1,37,3.972972972972973

HIV,FindRsClassifier,0.5,0.8091168091168092,0.8203753351206434,164,16,51,142,bp,1,1,-1,0.16299676895141602,2,48,4.041666666666667

HIV,FindRsClassifier,0.5,0.8086253369272237,0.8096514745308311,152,18,53,150,bp,1,1,-1,0.1360006332397461,3,40,3.45

